id,name,kota_id/id,code
wilayah_kecamatan_94.02.13,Ilamburawi,wilayah_kota_94.02,13
wilayah_kecamatan_53.13.03,Ile Ape,wilayah_kota_53.13,03
wilayah_kecamatan_53.13.09,Ile Ape Timur,wilayah_kota_53.13,09
wilayah_kecamatan_53.06.13,Ile Boleng,wilayah_kota_53.06,13
wilayah_kecamatan_53.06.16,Ile Bura,wilayah_kota_53.06,16
wilayah_kecamatan_53.06.04,Ile Mandiri,wilayah_kota_53.06,04
wilayah_kecamatan_16.71.04,Ilir Barat I,wilayah_kota_16.71,04
wilayah_kecamatan_16.71.01,Ilir Barat II,wilayah_kota_16.71,01
wilayah_kecamatan_17.05.14,Ilir Talo,wilayah_kota_17.05,14
wilayah_kecamatan_16.71.05,Ilir Timur I,wilayah_kota_16.71,05
wilayah_kecamatan_16.71.06,Ilir Timur II,wilayah_kota_16.71,06
wilayah_kecamatan_16.71.18,Ilir Timur Tiga,wilayah_kota_16.71,18
wilayah_kecamatan_94.02.02,Ilu,wilayah_kota_94.02,02
wilayah_kecamatan_95.05.05,Ilugwa,wilayah_kota_95.05,05
wilayah_kecamatan_93.01.20,Ilwayab,wilayah_kota_93.01,20
wilayah_kecamatan_34.02.10,Imogiri,wilayah_kota_34.02,10
wilayah_kecamatan_81.06.06,Inamosol,wilayah_kota_81.06,06
wilayah_kecamatan_92.04.04,Inanwatan,wilayah_kota_92.04,04
wilayah_kecamatan_32.78.04,Indihiang,wilayah_kota_32.78,04
wilayah_kecamatan_11.14.07,Indra Jaya,wilayah_kota_11.14,07
wilayah_kecamatan_11.03.13,Indra Makmu,wilayah_kota_11.03,13
wilayah_kecamatan_11.07.07,Indrajaya,wilayah_kota_11.07,07
wilayah_kecamatan_16.10.04,Indralaya,wilayah_kota_16.1,04
wilayah_kecamatan_16.10.08,Indralaya Selatan,wilayah_kota_16.1,08
wilayah_kecamatan_16.10.07,Indralaya Utara,wilayah_kota_16.1,07
wilayah_kecamatan_32.12.15,Indramayu,wilayah_kota_32.12,15
wilayah_kecamatan_11.06.03,Indrapuri,wilayah_kota_11.06,03
wilayah_kecamatan_53.09.20,Inerie,wilayah_kota_53.09,20
wilayah_kecamatan_91.15.09,Inggerus,wilayah_kota_91.15,09
wilayah_kecamatan_11.06.10,Ingin Jaya,wilayah_kota_11.06,10
wilayah_kecamatan_95.08.20,Inikgal,wilayah_kota_95.08,20
wilayah_kecamatan_93.02.08,Iniyandit,wilayah_kota_93.02,08
wilayah_kecamatan_95.08.21,Iniye,wilayah_kota_95.08,21
wilayah_kecamatan_53.03.08,Insana,wilayah_kota_53.03,08
wilayah_kecamatan_53.03.20,Insana Barat,wilayah_kota_53.03,20
wilayah_kecamatan_53.03.19,Insana Fafinesu,wilayah_kota_53.03,19
wilayah_kecamatan_53.03.21,Insana Tengah,wilayah_kota_53.03,21
wilayah_kecamatan_53.03.09,Insana Utara,wilayah_kota_53.03,09
wilayah_kecamatan_14.09.11,Inuman,wilayah_kota_14.09,11
wilayah_kecamatan_53.21.06,Io Kufeu,wilayah_kota_53.21,06
wilayah_kecamatan_17.06.05,Ipuh,wilayah_kota_17.06,05
wilayah_kecamatan_92.09.17,Ireres,wilayah_kota_92.09,17
wilayah_kecamatan_94.02.11,Irimuli,wilayah_kota_94.02,11
wilayah_kecamatan_95.01.19,Itlay Hisage,wilayah_kota_95.01,19
wilayah_kecamatan_13.01.05,IV Jurai,wilayah_kota_13.01,05
wilayah_kecamatan_13.06.05,IV Koto,wilayah_kota_13.06,05
wilayah_kecamatan_13.05.09,IV Koto Aur Malintang,wilayah_kota_13.05,09
wilayah_kecamatan_13.03.05,IV Nagari,wilayah_kota_13.03,05
wilayah_kecamatan_13.01.12,IV Nagari Bayang Utara,wilayah_kota_13.01,12
wilayah_kecamatan_94.04.15,Iwaka,wilayah_kota_94.04,15
wilayah_kecamatan_74.01.27,Iwoimendaa,wilayah_kota_74.01,27
wilayah_kecamatan_95.02.04,Iwur,wilayah_kota_95.02,04
wilayah_kecamatan_13.02.09,IX Koto Sungai Lasi,wilayah_kota_13.02,09
wilayah_kecamatan_62.11.07,Jabiren Raya,wilayah_kota_62.11,07
wilayah_kecamatan_35.15.05,Jabon,wilayah_kota_35.15,05
wilayah_kecamatan_18.07.03,Jabung,wilayah_kota_18.07,03
wilayah_kecamatan_35.07.17,Jabung,wilayah_kota_35.07,17
wilayah_kecamatan_31.74.09,Jagakarsa,wilayah_kota_31.74,09
wilayah_kecamatan_93.01.07,Jagebob,wilayah_kota_93.01,07
wilayah_kecamatan_61.07.07,Jagoi Babang,wilayah_kota_61.07,07
wilayah_kecamatan_11.04.19,Jagong Jeget,wilayah_kota_11.04,19
wilayah_kecamatan_82.01.01,Jailolo,wilayah_kota_82.01,01
wilayah_kecamatan_82.01.05,Jailolo Selatan,wilayah_kota_82.01,05
wilayah_kecamatan_93.02.05,Jair,wilayah_kota_93.02,05
wilayah_kecamatan_16.71.17,Jakabaring,wilayah_kota_16.71,17
wilayah_kecamatan_33.18.06,Jaken,wilayah_kota_33.18,06
wilayah_kecamatan_33.18.09,Jakenan,wilayah_kota_33.18,09
wilayah_kecamatan_32.08.12,Jalaksana,wilayah_kota_32.08,12
wilayah_kecamatan_32.13.12,Jalancagak,wilayah_kota_32.13,12
wilayah_kecamatan_32.06.35,Jamanis,wilayah_kota_32.06,35
wilayah_kecamatan_35.78.23,Jambangan,wilayah_kota_35.78,23
wilayah_kecamatan_36.03.04,Jambe,wilayah_kota_36.03,04
wilayah_kecamatan_35.11.23,Jambesari Darus Sholah,wilayah_kota_35.11,23
wilayah_kecamatan_15.05.01,Jambi Luar Kota,wilayah_kota_15.05,01
wilayah_kecamatan_15.71.02,Jambi Selatan,wilayah_kota_15.71,02
wilayah_kecamatan_15.71.03,Jambi Timur,wilayah_kota_15.71,03
wilayah_kecamatan_32.09.40,Jamblang,wilayah_kota_32.09,40
wilayah_kecamatan_35.02.20,Jambon,wilayah_kota_35.02,20
wilayah_kecamatan_33.22.08,Jambu,wilayah_kota_33.22,08
wilayah_kecamatan_32.02.21,Jampangkulon,wilayah_kota_32.02,21
wilayah_kecamatan_32.02.08,Jampangtengah,wilayah_kota_32.02,08
wilayah_kecamatan_52.02.07,Janapria,wilayah_kota_52.02,07
wilayah_kecamatan_11.11.10,Jangka,wilayah_kota_11.11,10
wilayah_kecamatan_11.18.03,Jangka Buaya,wilayah_kota_11.18,03
wilayah_kecamatan_61.03.04,Jangkang,wilayah_kota_61.03,04
wilayah_kecamatan_35.12.12,Jangkar,wilayah_kota_35.12,12
wilayah_kecamatan_15.02.01,Jangkat,wilayah_kota_15.02,01
wilayah_kecamatan_15.02.18,Jangkat Timur,wilayah_kota_15.02,18
wilayah_kecamatan_33.16.16,Japah,wilayah_kota_33.16,16
wilayah_kecamatan_32.08.23,Japara,wilayah_kota_32.08,23
wilayah_kecamatan_16.04.06,Jarai,wilayah_kota_16.04,06
wilayah_kecamatan_63.09.11,Jaro,wilayah_kota_63.09,11
wilayah_kecamatan_32.01.19,Jasinga,wilayah_kota_32.01,19
wilayah_kecamatan_33.13.11,Jaten,wilayah_kota_33.13,11
wilayah_kecamatan_33.16.01,Jati,wilayah_kota_33.16,01
wilayah_kecamatan_33.19.03,Jati,wilayah_kota_33.19,03
wilayah_kecamatan_18.01.13,Jati Agung,wilayah_kota_18.01,13
wilayah_kecamatan_32.75.09,Jatiasih,wilayah_kota_32.75,09
wilayah_kecamatan_35.12.01,Jatibanteng,wilayah_kota_35.12,01
wilayah_kecamatan_32.12.13,Jatibarang,wilayah_kota_32.12,13
wilayah_kecamatan_33.29.07,Jatibarang,wilayah_kota_33.29,07
wilayah_kecamatan_32.11.26,Jatigede,wilayah_kota_32.11,26
wilayah_kecamatan_35.18.20,Jatikalen,wilayah_kota_35.18,20
wilayah_kecamatan_33.02.03,Jatilawang,wilayah_kota_33.02,03
wilayah_kecamatan_32.14.03,Jatiluhur,wilayah_kota_32.14,03
wilayah_kecamatan_32.07.12,Jatinagara,wilayah_kota_32.07,12
wilayah_kecamatan_32.11.15,Jatinangor,wilayah_kota_32.11,15
wilayah_kecamatan_31.75.03,Jatinegara,wilayah_kota_31.75,03
wilayah_kecamatan_33.28.07,Jatinegara,wilayah_kota_33.28,07
wilayah_kecamatan_33.10.20,Jatinom,wilayah_kota_33.1,20
wilayah_kecamatan_32.11.02,Jatinunggal,wilayah_kota_32.11,02
wilayah_kecamatan_33.12.21,Jatipurno,wilayah_kota_33.12,21
wilayah_kecamatan_33.13.01,Jatipuro,wilayah_kota_33.13,01
wilayah_kecamatan_35.16.01,Jatirejo,wilayah_kota_35.16,01
wilayah_kecamatan_35.23.02,Jatirogo,wilayah_kota_35.23,02
wilayah_kecamatan_33.12.15,Jatiroto,wilayah_kota_33.12,15
wilayah_kecamatan_35.08.17,Jatiroto,wilayah_kota_35.08,17
wilayah_kecamatan_32.75.10,Jatisampurna,wilayah_kota_32.75,10
wilayah_kecamatan_32.15.14,Jatisari,wilayah_kota_32.15,14
wilayah_kecamatan_33.12.20,Jatisrono,wilayah_kota_33.12,20
wilayah_kecamatan_32.10.15,Jatitujuh,wilayah_kota_32.1,15
wilayah_kecamatan_36.71.02,Jatiuwung,wilayah_kota_36.71,02
wilayah_kecamatan_32.10.11,Jatiwangi,wilayah_kota_32.1,11
wilayah_kecamatan_32.06.19,Jatiwaras,wilayah_kota_32.06,19
wilayah_kecamatan_33.13.02,Jatiyoso,wilayah_kota_33.13,02
wilayah_kecamatan_12.08.19,Jawa Maraja Bah Jambi,wilayah_kota_12.08,19
wilayah_kecamatan_61.01.03,Jawai,wilayah_kota_61.01,03
wilayah_kecamatan_61.01.16,Jawai Selatan,wilayah_kota_61.01,16
wilayah_kecamatan_36.04.26,Jawilan,wilayah_kota_36.04,26
wilayah_kecamatan_11.14.05,Jaya,wilayah_kota_11.14,05
wilayah_kecamatan_11.71.08,Jaya Baru,wilayah_kota_11.71,08
wilayah_kecamatan_32.15.22,Jayakerta,wilayah_kota_32.15,22
wilayah_kecamatan_16.05.08,Jayaloka,wilayah_kota_16.05,08
wilayah_kecamatan_36.03.02,Jayanti,wilayah_kota_36.03,02
wilayah_kecamatan_16.08.16,Jayapura,wilayah_kota_16.08,16
wilayah_kecamatan_91.71.02,Jayapura Selatan,wilayah_kota_91.71,02
wilayah_kecamatan_91.71.01,Jayapura Utara,wilayah_kota_91.71,01
wilayah_kecamatan_33.72.04,Jebres,wilayah_kota_33.72,04
wilayah_kecamatan_19.05.03,Jebus,wilayah_kota_19.05,03
wilayah_kecamatan_63.04.17,Jejangkit,wilayah_kota_63.04,17
wilayah_kecamatan_16.02.17,Jejawi,wilayah_kota_16.02,17
wilayah_kecamatan_62.71.03,Jekan Raya,wilayah_kota_62.71,03
wilayah_kecamatan_33.19.06,Jekulo,wilayah_kota_33.19,06
wilayah_kecamatan_62.08.02,Jelai,wilayah_kota_62.08,02
wilayah_kecamatan_61.04.14,Jelai Hulu,wilayah_kota_61.04,14
wilayah_kecamatan_35.09.25,Jelbuk,wilayah_kota_35.09,25
wilayah_kecamatan_61.08.11,Jelimpo,wilayah_kota_61.08,11
wilayah_kecamatan_15.71.08,Jelutung,wilayah_kota_15.71,08
wilayah_kecamatan_21.05.06,Jemaja,wilayah_kota_21.05,06
wilayah_kecamatan_21.05.09,Jemaja Barat,wilayah_kota_21.05,09
wilayah_kecamatan_21.05.05,Jemaja Timur,wilayah_kota_21.05,05
wilayah_kecamatan_51.01.05,Jembrana,wilayah_kota_51.01,05
wilayah_kecamatan_64.07.11,Jempang,wilayah_kota_64.07,11
wilayah_kecamatan_62.04.01,Jenamas,wilayah_kota_62.04,01
wilayah_kecamatan_35.02.18,Jenangan,wilayah_kota_35.02,18
wilayah_kecamatan_33.14.20,Jenar,wilayah_kota_33.14,20
wilayah_kecamatan_33.13.17,Jenawi,wilayah_kota_33.13,17
wilayah_kecamatan_35.09.16,Jenggawah,wilayah_kota_35.09,16
wilayah_kecamatan_35.23.12,Jenu,wilayah_kota_35.23,12
wilayah_kecamatan_33.20.06,Jepara,wilayah_kota_33.2,06
wilayah_kecamatan_33.16.08,Jepon,wilayah_kota_33.16,08
wilayah_kecamatan_53.09.12,Jerebuu,wilayah_kota_53.09,12
wilayah_kecamatan_52.07.01,Jereweh,wilayah_kota_52.07,01
wilayah_kecamatan_52.03.20,Jerowaru,wilayah_kota_52.03,20
wilayah_kecamatan_33.01.08,Jeruklegi,wilayah_kota_33.01,08
wilayah_kecamatan_95.02.30,Jetfa,wilayah_kota_95.02,30
wilayah_kecamatan_34.02.09,Jetis,wilayah_kota_34.02,09
wilayah_kecamatan_34.71.02,Jetis,wilayah_kota_34.71,02
wilayah_kecamatan_35.02.09,Jetis,wilayah_kota_35.02,09
wilayah_kecamatan_35.16.16,Jetis,wilayah_kota_35.16,16
wilayah_kecamatan_93.04.13,Jetsy,wilayah_kota_93.04,13
wilayah_kecamatan_11.11.04,Jeumpa,wilayah_kota_11.11,04
wilayah_kecamatan_11.12.08,Jeumpa,wilayah_kota_11.12,08
wilayah_kecamatan_11.11.02,Jeunieb,wilayah_kota_11.11,02
wilayah_kecamatan_33.16.07,Jiken,wilayah_kota_33.16,07
wilayah_kecamatan_94.04.06,Jila,wilayah_kota_94.04,06
wilayah_kecamatan_36.01.16,Jiput,wilayah_kota_36.01,16
wilayah_kecamatan_16.06.15,Jirak Jaya,wilayah_kota_16.06,15
wilayah_kecamatan_94.04.05,Jita,wilayah_kota_94.04,05
wilayah_kecamatan_35.19.09,Jiwan,wilayah_kota_35.19,09
wilayah_kecamatan_93.04.11,Joerat,wilayah_kota_93.04,11
wilayah_kecamatan_33.10.08,Jogonalan,wilayah_kota_33.1,08
wilayah_kecamatan_35.21.03,Jogorogo,wilayah_kota_35.21,03
wilayah_kecamatan_35.17.19,Jogoroto,wilayah_kota_35.17,19
wilayah_kecamatan_11.05.01,Johan Pahlawan,wilayah_kota_11.05,01
wilayah_kecamatan_31.71.08,Johar Baru,wilayah_kota_31.71,08
wilayah_kecamatan_35.09.01,Jombang,wilayah_kota_35.09,01
wilayah_kecamatan_35.17.09,Jombang,wilayah_kota_35.17,09
wilayah_kecamatan_36.72.05,Jombang,wilayah_kota_36.72,05
wilayah_kecamatan_52.02.02,Jonggat,wilayah_kota_52.02,02
wilayah_kecamatan_32.01.06,Jonggol,wilayah_kota_32.01,06
wilayah_kecamatan_61.02.08,Jongkat,wilayah_kota_61.02,08
wilayah_kecamatan_61.06.07,Jongkong,wilayah_kota_61.06,07
wilayah_kecamatan_12.08.06,Jorlang Hataran,wilayah_kota_12.08,06
wilayah_kecamatan_63.01.02,Jorong,wilayah_kota_63.01,02
wilayah_kecamatan_93.04.20,Joutu,wilayah_kota_93.04,20
wilayah_kecamatan_35.27.07,Jrengik,wilayah_kota_35.27,07
wilayah_kecamatan_63.11.01,Juai,wilayah_kota_63.11,01
wilayah_kecamatan_12.06.07,Juhar,wilayah_kota_12.06,07
wilayah_kecamatan_15.08.04,Jujuhan,wilayah_kota_15.08,04
wilayah_kecamatan_15.08.16,Jujuhan Ilir,wilayah_kota_15.08,16
wilayah_kecamatan_11.11.09,Juli,wilayah_kota_11.11,09
wilayah_kecamatan_11.03.02,Julok,wilayah_kota_11.03,02
wilayah_kecamatan_33.13.04,Jumantono,wilayah_kota_33.13,04
wilayah_kecamatan_33.13.03,Jumapolo,wilayah_kota_33.13,03
wilayah_kecamatan_33.23.10,Jumo,wilayah_kota_33.23,10
wilayah_kecamatan_13.02.13,Junjung Sirih,wilayah_kota_13.02,13
wilayah_kecamatan_35.79.03,Junrejo,wilayah_kota_35.79,03
wilayah_kecamatan_32.12.11,Juntinyuat,wilayah_kota_32.12,11
wilayah_kecamatan_33.18.08,Juwana,wilayah_kota_33.18,08
wilayah_kecamatan_33.09.19,Juwangi,wilayah_kota_33.09,19
wilayah_kecamatan_33.10.14,Juwiring,wilayah_kota_33.1,14
wilayah_kecamatan_74.06.05,Kabaena,wilayah_kota_74.06,05
wilayah_kecamatan_74.06.14,Kabaena Barat,wilayah_kota_74.06,14
wilayah_kecamatan_74.06.13,Kabaena Selatan,wilayah_kota_74.06,13
wilayah_kecamatan_74.06.16,Kabaena Tengah,wilayah_kota_74.06,16
wilayah_kecamatan_74.06.06,Kabaena Timur,wilayah_kota_74.06,06
wilayah_kecamatan_74.06.15,Kabaena Utara,wilayah_kota_74.06,15
wilayah_kecamatan_32.02.19,Kabandungan,wilayah_kota_32.02,19
wilayah_kecamatan_74.03.23,Kabangka,wilayah_kota_74.03,23
wilayah_kecamatan_12.06.01,Kabanjahe,wilayah_kota_12.06,01
wilayah_kecamatan_71.04.06,Kabaruan,wilayah_kota_71.04,06
wilayah_kecamatan_35.10.14,Kabat,wilayah_kota_35.1,14
wilayah_kecamatan_74.03.24,Kabawo,wilayah_kota_74.03,24
wilayah_kecamatan_95.03.44,Kabianggama,wilayah_kota_95.03,44
wilayah_kecamatan_75.03.02,Kabila,wilayah_kota_75.03,02
wilayah_kecamatan_75.03.08,Kabila Bone,wilayah_kota_75.03,08
wilayah_kecamatan_53.05.10,Kabola,wilayah_kota_53.05,10
wilayah_kecamatan_35.17.16,Kabuh,wilayah_kota_35.17,16
wilayah_kecamatan_14.06.12,Kabun,wilayah_kota_14.06,12
wilayah_kecamatan_74.15.07,Kadatua,wilayah_kota_74.15,07
wilayah_kecamatan_35.05.04,Kademangan,wilayah_kota_35.05,04
wilayah_kecamatan_35.74.01,Kademangan,wilayah_kota_35.74,01
wilayah_kecamatan_74.71.08,Kadia,wilayah_kota_74.71,08
wilayah_kecamatan_32.06.37,Kadipaten,wilayah_kota_32.06,37
wilayah_kecamatan_32.10.13,Kadipaten,wilayah_kota_32.1,13
wilayah_kecamatan_32.02.30,Kadudampit,wilayah_kota_32.02,30
wilayah_kecamatan_32.08.01,Kadugede,wilayah_kota_32.08,01
wilayah_kecamatan_36.01.19,Kaduhejo,wilayah_kota_36.01,19
wilayah_kecamatan_32.05.10,Kadungora,wilayah_kota_32.05,10
wilayah_kecamatan_32.03.17,Kadupandak,wilayah_kota_32.03,17
wilayah_kecamatan_35.28.12,Kadur,wilayah_kota_35.28,12
wilayah_kecamatan_53.11.14,Kahaungu Eti,wilayah_kota_53.11,14
wilayah_kecamatan_62.11.05,Kahayan Hilir,wilayah_kota_62.11,05
wilayah_kecamatan_62.10.04,Kahayan Hulu Utara,wilayah_kota_62.1,04
wilayah_kecamatan_62.11.02,Kahayan Kuala,wilayah_kota_62.11,02
wilayah_kecamatan_62.11.03,Kahayan Tengah,wilayah_kota_62.11,03
wilayah_kecamatan_73.08.02,Kahu,wilayah_kota_73.08,02
wilayah_kecamatan_95.04.41,Kai,wilayah_kota_95.04,41
wilayah_kecamatan_93.03.07,Kaibar,wilayah_kota_93.03,07
wilayah_kecamatan_71.08.05,Kaidipang,wilayah_kota_71.08,05
wilayah_kecamatan_92.08.01,Kaimana,wilayah_kota_92.08,01
wilayah_kecamatan_81.06.01,Kairatu,wilayah_kota_81.06,01
wilayah_kecamatan_81.06.07,Kairatu Barat,wilayah_kota_81.06,07
wilayah_kecamatan_92.04.14,Kais,wilayah_kota_92.04,14
wilayah_kecamatan_92.04.26,Kais Darat,wilayah_kota_92.04,26
wilayah_kecamatan_91.11.11,Kaisenar,wilayah_kota_91.11,11
wilayah_kecamatan_92.06.15,Kaitaro,wilayah_kota_92.06,15
wilayah_kecamatan_73.02.06,Kajang,wilayah_kota_73.02,06
wilayah_kecamatan_33.26.08,Kajen,wilayah_kota_33.26,08
wilayah_kecamatan_33.08.12,Kajoran,wilayah_kota_33.08,12
wilayah_kecamatan_73.08.03,Kajuara,wilayah_kota_73.08,03
wilayah_kecamatan_71.02.06,Kakas,wilayah_kota_71.02,06
wilayah_kecamatan_71.02.20,Kakas Barat,wilayah_kota_71.02,20
wilayah_kecamatan_53.04.05,Kakuluk Mesak,wilayah_kota_53.04,05
wilayah_kecamatan_73.24.10,Kalaena,wilayah_kota_73.24,10
wilayah_kecamatan_36.02.24,Kalanganyar,wilayah_kota_36.02,24
wilayah_kecamatan_32.02.18,Kalapanunggal,wilayah_kota_32.02,18
wilayah_kecamatan_34.04.10,Kalasan,wilayah_kota_34.04,10
wilayah_kecamatan_71.06.08,Kalawat,wilayah_kota_71.06,08
wilayah_kecamatan_74.07.02,Kaledupa,wilayah_kota_74.07,02
wilayah_kecamatan_74.07.06,Kaledupa Selatan,wilayah_kota_74.07,06
wilayah_kecamatan_18.01.06,Kalianda,wilayah_kota_18.01,06
wilayah_kecamatan_35.29.02,Kalianget,wilayah_kota_35.29,02
wilayah_kecamatan_33.08.13,Kaliangkrik,wilayah_kota_33.08,13
wilayah_kecamatan_33.02.10,Kalibagor,wilayah_kota_33.02,10
wilayah_kecamatan_35.10.11,Kalibaru,wilayah_kota_35.1,11
wilayah_kecamatan_33.07.15,Kalibawang,wilayah_kota_33.07,15
wilayah_kecamatan_34.01.12,Kalibawang,wilayah_kota_34.01,12
wilayah_kecamatan_33.04.18,Kalibening,wilayah_kota_33.04,18
wilayah_kecamatan_32.02.23,Kalibunder,wilayah_kota_32.02,23
wilayah_kecamatan_35.04.14,Kalidawir,wilayah_kota_35.04,14
wilayah_kecamatan_31.73.06,Kalideres,wilayah_kota_31.73,06
wilayah_kecamatan_16.71.10,Kalidoni,wilayah_kota_16.71,10
wilayah_kecamatan_33.06.05,Kaligesing,wilayah_kota_33.06,05
wilayah_kecamatan_33.03.04,Kaligondang,wilayah_kota_33.03,04
wilayah_kecamatan_33.14.01,Kalijambe,wilayah_kota_33.14,01
wilayah_kecamatan_32.13.04,Kalijati,wilayah_kota_32.13,04
wilayah_kecamatan_33.07.07,Kalikajar,wilayah_kota_33.07,07
wilayah_kecamatan_33.10.23,Kalikotes,wilayah_kota_33.1,23
wilayah_kecamatan_33.03.06,Kalimanah,wilayah_kota_33.03,06
wilayah_kecamatan_32.08.27,Kalimanggis,wilayah_kota_32.08,27
wilayah_kecamatan_33.20.13,Kalinyamatan,wilayah_kota_33.2,13
wilayah_kecamatan_64.08.10,Kaliorang,wilayah_kota_64.08,10
wilayah_kecamatan_33.17.09,Kaliori,wilayah_kota_33.17,09
wilayah_kecamatan_35.07.11,Kalipare,wilayah_kota_35.07,11
wilayah_kecamatan_32.18.08,Kalipucang,wilayah_kota_32.18,08
wilayah_kecamatan_35.10.21,Kalipuro,wilayah_kota_35.1,21
wilayah_kecamatan_18.02.01,Kalirejo,wilayah_kota_18.02,01
wilayah_kecamatan_61.06.18,Kalis,wilayah_kota_61.06,18
wilayah_kecamatan_35.09.27,Kalisat,wilayah_kota_35.09,27
wilayah_kecamatan_35.24.20,Kalitengah,wilayah_kota_35.24,20
wilayah_kecamatan_35.22.16,Kalitidu,wilayah_kota_35.22,16
wilayah_kecamatan_35.09.19,Kaliwates,wilayah_kota_35.09,19
wilayah_kecamatan_32.09.29,Kaliwedi,wilayah_kota_32.09,29
wilayah_kecamatan_33.07.04,Kaliwiro,wilayah_kota_33.07,04
wilayah_kecamatan_33.19.01,Kaliwungu,wilayah_kota_33.19,01
wilayah_kecamatan_33.22.17,Kaliwungu,wilayah_kota_33.22,17
wilayah_kecamatan_33.24.08,Kaliwungu,wilayah_kota_33.24,08
wilayah_kecamatan_33.24.20,Kaliwungu Selatan,wilayah_kota_33.24,20
wilayah_kecamatan_95.02.13,Kalomdol,wilayah_kota_95.02,13
wilayah_kecamatan_94.02.18,Kalome,wilayah_kota_94.02,18
wilayah_kecamatan_71.04.12,Kalongan,wilayah_kota_71.04,12
wilayah_kecamatan_33.23.05,Kaloran,wilayah_kota_33.23,05
wilayah_kecamatan_76.02.03,Kalukku,wilayah_kota_76.02,03
wilayah_kecamatan_63.06.09,Kalumpang,wilayah_kota_63.06,09
wilayah_kecamatan_76.02.04,Kalumpang,wilayah_kota_76.02,04
wilayah_kecamatan_35.26.04,Kamal,wilayah_kota_35.26,04
wilayah_kecamatan_13.03.06,Kamang Baru,wilayah_kota_13.03,06
wilayah_kecamatan_13.06.15,Kamang Magek,wilayah_kota_13.06,15
wilayah_kecamatan_73.17.13,Kamanre,wilayah_kota_73.17,13
wilayah_kecamatan_53.11.17,Kambata Mapambuhang,wilayah_kota_53.11,17
wilayah_kecamatan_53.11.16,Kambera,wilayah_kota_53.11,16
wilayah_kecamatan_95.04.27,Kamboneri,wilayah_kota_95.04,27
wilayah_kecamatan_74.10.02,Kambowa,wilayah_kota_74.1,02
wilayah_kecamatan_92.08.05,Kambrau,wilayah_kota_92.08,05
wilayah_kecamatan_74.71.10,Kambu,wilayah_kota_74.71,10
wilayah_kecamatan_62.06.01,Kamipang,wilayah_kota_62.06,01
wilayah_kecamatan_14.01.17,Kampa,wilayah_kota_14.01,17
wilayah_kecamatan_35.03.07,Kampak,wilayah_kota_35.03,07
wilayah_kecamatan_14.01.02,Kampar,wilayah_kota_14.01,02
wilayah_kecamatan_14.01.07,Kampar Kiri,wilayah_kota_14.01,07
wilayah_kecamatan_14.01.08,Kampar Kiri Hilir,wilayah_kota_14.01,08
wilayah_kecamatan_14.01.09,Kampar Kiri Hulu,wilayah_kota_14.01,09
wilayah_kecamatan_14.01.19,Kampar Kiri Tengah,wilayah_kota_14.01,19
wilayah_kecamatan_14.01.18,Kampar Utara,wilayah_kota_14.01,18
wilayah_kecamatan_33.01.24,Kampung Laut,wilayah_kota_33.01,24
wilayah_kecamatan_17.71.05,Kampung Melayu,wilayah_kota_17.71,05
wilayah_kecamatan_12.22.02,Kampung Rakyat,wilayah_kota_12.22,02
wilayah_kecamatan_94.06.01,Kamu,wilayah_kota_94.06,01
wilayah_kecamatan_94.06.07,Kamu Selatan,wilayah_kota_94.06,07
wilayah_kecamatan_94.06.08,Kamu Timur,wilayah_kota_94.06,08
wilayah_kecamatan_94.06.04,Kamu Utara,wilayah_kota_94.06,04
wilayah_kecamatan_92.06.20,Kamundan,wilayah_kota_92.06,20
wilayah_kecamatan_53.11.20,Kanatang,wilayah_kota_53.11,20
wilayah_kecamatan_33.23.06,Kandangan,wilayah_kota_33.23,06
wilayah_kecamatan_35.06.19,Kandangan,wilayah_kota_35.06,19
wilayah_kecamatan_63.06.05,Kandangan,wilayah_kota_63.06,05
wilayah_kecamatan_32.12.21,Kandanghaur,wilayah_kota_32.12,21
wilayah_kecamatan_33.26.01,Kandangserang,wilayah_kota_33.26,01
wilayah_kecamatan_35.06.05,Kandat,wilayah_kota_35.06,05
wilayah_kecamatan_33.25.13,Kandeman,wilayah_kota_33.25,13
wilayah_kecamatan_14.08.10,Kandis,wilayah_kota_14.08,10
wilayah_kecamatan_16.10.13,Kandis,wilayah_kota_16.1,13
wilayah_kecamatan_53.07.19,Kangae,wilayah_kota_53.07,19
wilayah_kecamatan_35.29.27,Kangayan,wilayah_kota_35.29,27
wilayah_kecamatan_95.04.03,Kanggime,wilayah_kota_95.04,03
wilayah_kecamatan_33.24.17,Kangkung,wilayah_kota_33.24,17
wilayah_kecamatan_35.74.04,Kanigaran,wilayah_kota_35.74,04
wilayah_kecamatan_35.05.10,Kanigoro,wilayah_kota_35.05,10
wilayah_kecamatan_35.22.11,Kanor,wilayah_kota_35.22,11
wilayah_kecamatan_82.03.07,Kao,wilayah_kota_82.03,07
wilayah_kecamatan_82.03.21,Kao Barat,wilayah_kota_82.03,21
wilayah_kecamatan_82.03.22,Kao Teluk,wilayah_kota_82.03,22
wilayah_kecamatan_82.03.20,Kao Utara,wilayah_kota_82.03,20
wilayah_kecamatan_73.26.20,Kapala Pitu,wilayah_kota_73.26,20
wilayah_kecamatan_35.22.14,Kapas,wilayah_kota_35.22,14
wilayah_kecamatan_32.09.22,Kapetakan,wilayah_kota_32.09,22
