name,kode,kecamatan_id
Sumber Rejo,2030,5
Sumber Rejo,2015,4
Sumber Rejo,2008,2
Sumber Rejo,2006,7
Sumber Rejo,1001,13
Sumber Rejo,2006,19
Sumber Rejo,1004,30
Sumber Rejo,2013,6
Sumber Rejo,2006,20
Sumber Rejo,1006,4
Sumber Rejo,2022,4
Sumber Ringin,2009,9
Sumber Salak,2012,7
Sumber Salam,2005,8
Sumber Sari,1002,3
Sumber Sari,2012,12
Sumber Sari,2003,7
Sumber Sari,2005,19
Sumber Sari,2007,12
Sumber Sari,2008,9
Sumber Sari,2009,3
Sumber Sari,2006,14
Sumber Sari,2011,6
Sumber Sari,2007,15
Sumber Sari,2020,3
Sumber Sari,2009,23
Sumber Sari,2012,5
Sumber Sari,2020,3
Sumber Sari,2006,5
Sumber Sari,2021,2
Sumber Sari,2011,20
Sumber Sari,2017,3
Sumber Sari,2014,2
Sumber Sari,2007,7
Sumber Sari,2007,19
Sumber Sari,2018,7
Sumber Sari,2004,18
Sumber Sari,2009,3
Sumber Sari,2006,27
Sumber Sari,2019,10
Sumber Sari,2005,7
Sumber Sari,2007,5
Sumber Sari Jaya,2009,16
Sumber Suko,2011,3
Sumber Suko,2008,7
Sumber Suko,2011,14
Sumber Suko,2014,6
Sumber Taman,1006,2
Sumber Tani,2001,11
Sumber Tani,2030,12
Sumber Tani,2004,19
Sumber Tani,2018,8
Sumber Tengah,2007,20
Sumber Urip,2009,11
Sumber Wangi,2009,7
Sumber Wangi,2010,10
Sumber Waru,2002,20
Sumber Waru,2002,10
Sumber Wetan,2011,15
Sumber Wetan,1003,5
Sumberadi,2015,12
Sumberadi,2005,6
Sumberagung,2010,13
Sumberagung,2009,1
Sumberagung,2012,15
Sumberagung,2001,1
Sumberagung,2006,4
Sumberagung,2012,9
Sumberagung,2021,16
Sumberagung,2011,11
Sumberagung,2008,11
Sumberagung,2007,6
Sumberagung,2005,12
Sumberagung,2003,9
Sumberagung,2003,3
Sumberagung,2009,13
Sumberagung,2009,13
Sumberagung,2001,15
Sumberagung,2004,21
Sumberagung,2016,6
Sumberagung,2013,9
Sumberagung,2008,4
Sumberagung,2009,27
Sumberagung,2006,3
Sumberagung,2004,1
Sumberagung,2003,19
Sumberagung,2012,20
Sumberagung,2008,1
Sumberagung,2003,1
Sumberagung,2014,10
Sumberagung,2011,20
Sumberagung,2008,17
Sumberagung,2007,7
Sumberagung,2005,1
Sumberagung,2011,6
Sumberagung,2016,9
Sumberagung,2007,17
Sumberagung,2003,3
Sumberagung,2009,7
Sumberagung,2010,16
Sumberagung,2006,17
Sumberahayu,2005,6
Sumberaji,2016,16
Sumberaji,2008,17
Sumberame,2007,6
Sumberan,2003,6
Sumberan,2017,13
Sumberan,2013,4
Sumberanget,2004,28
Sumberanom,2007,2
Sumberanyar,2007,8
Sumberanyar,2011,18
Sumberanyar,2003,1
Sumberanyar,2002,4
Sumberanyar,2002,14
Sumberanyar,2018,12
Sumberanyar,2008,21
Sumberargo,2002,15
Sumberarum,2002,11
Sumberarum,2020,6
Sumberarum,2004,3
Sumberarum,2003,20
Sumberarum,2007,19
Sumberarum,2013,1
Sumberarum,2004,6
Sumberarum,2015,8
Sumberasri,2001,9
Sumberasri,2002,3
Sumberbanjar,2008,2
Sumberbaru,2011,12
Sumberbendo,2005,12
Sumberbendo,2004,17
Sumberbendo,2001,21
Sumberbendo,2014,12
Sumberbendo,2004,5
Sumberbendo,2003,16
Sumberbening,2008,4
Sumberbening,2006,3
Sumberbening,2005,10
Sumberbening,2001,15
Sumberberas,2001,5
Sumberboto,2004,8
Sumberbrantas,2009,2
Sumberbulu,2008,19
Sumberbulu,2009,20
Sumberbulus,2010,28
Sumbercangkring,2013,10
Sumbercanting,2013,12
Sumberdadap,2008,12
Sumberdadi,2009,11
Sumberdadi,2014,10
Sumberdadi,2004,5
Sumberdadi,2006,16
Sumberdadi,2004,12
Sumberdalem,2009,8
Sumberdanti,2009,29
Sumberdawe,2004,17
Sumberdawesari,2014,20
Sumberdem,2006,32
Sumberdiren,1002,11
Sumberdodol,2011,8
Sumberdukun,2005,16
Sumberdumpyong,2006,17
Sumberduren,2006,20
Sumberduren,2001,8
Sumbereja,2004,13
Sumberejo,2016,31
Sumberejo,2008,6
Sumberejo,2009,7
Sumberejo,2001,20
Sumberejo,2010,11
Sumberejo,2002,16
Sumberejo,2003,1
Sumberejo,2004,17
Sumberejo,2006,26
Sumberejo,2004,4
Sumberejo,2002,9
Sumberejo,2002,20
Sumberejo,2009,16
Sumberejo,2009,16
Sumberejo,2008,2
Sumberejo,2011,12
Sumberejo,2015,16
Sumberejo,2019,7
Sumberejo,2024,10
Sumberejo,2017,6
Sumberejo,2003,1
Sumberejo,2004,12
Sumberejo,2001,5
Sumberejo,2003,8
Sumberejo,2004,12
Sumberejo,2010,12
Sumberejo,2006,11
Sumberejo,2005,13
Sumberejo,2001,5
Sumberejo,2007,13
Sumberejo,2002,25
Sumberejo,2008,2
Sumberejo,2002,7
Sumberejo,2006,29
Sumberejo,2004,3
Sumberejo,2007,15
Sumberejo,2003,12
Sumberejo,2002,2
Sumberejo,2003,14
Sumberejo,2019,12
Sumberejo,2007,3
Sumberejo,2009,8
Sumberejo,2011,11
Sumberejo,2009,1
Sumberejo,2009,17
Sumberejo,2004,22
Sumberejo,2006,23
Sumberejo,2017,14
Sumberejo,2005,10
Sumberejo,2005,1
Sumberejo Kidul,2014,24
Sumberejo Kulon,2014,11
Sumberejo Transad,2009,24
Sumberejo Wetan,2010,11
Sumbergandu,2007,13
Sumbergayam,2023,12
Sumbergayam,2010,13
Sumbergedang,2009,11
Sumbergede,2025,9
Sumbergede,2002,6
Sumbergedong,1007,11
Sumbergirang,2003,14
Sumbergirang,2009,11
Sumbergiri,2005,10
Sumberglagah,2007,15
Sumbergondang,2009,16
Sumbergondo,2005,10
Sumbergondo,2004,2
Sumberharjo,2007,8
Sumberharjo,2001,9
Sumberharjo,2011,4
Sumberharjo,2025,12
Sumberingin,2011,6
Sumberingin,2005,7
Sumberingin,2008,16
Sumberingin Kidul,2008,11
Sumberingin Kulon,2007,11
Sumberjambe,2006,31
Sumberjati,2007,7
Sumberjati,2012,4
Sumberjati,2002,5
Sumberjati,2007,30
Sumberjati,2005,1
Sumberjati,2004,18
Sumberjatipohon,2012,12
Sumberjaya,2003,45
Sumberjaya,2006,6
Sumberjaya,2001,4
Sumberjaya,2013,17
Sumberjaya,2009,2
Sumberjaya,2011,20
Sumberjaya,2010,6
Sumberjaya,2013,10
Sumberjaya,2001,1
Sumberjeruk,2005,27
Sumberjeruk,2004,23
Sumberjo,2006,4
Sumberjo,2009,7
Sumberjo,2010,12
Sumberjo,2023,15
Sumberjo,2008,5
Sumberjo,2020,9
Sumberjo,2012,15
Sumberjo,2001,17
Sumberjo,2019,13
Sumberjo,2005,19
Sumberjo,2011,13
Sumberjo,2006,22
Sumberjo,2004,27
Sumberjo,2003,3
Sumberjosari,2010,2
Sumberkalong,2004,27
Sumberkalong,2009,9
Sumberkarang,2014,9
Sumberkare,2001,22
Sumberkatimoho,2009,15
Sumberkedawung,2006,5
Sumberkejayan,2006,26
Sumberkembar,2003,16
Sumberkembar,2008,10
Sumberkembar,2018,3
Sumberkencono,2005,18
Sumberkepuh,2002,11
Sumberkepuh,2012,19
Sumberker,2004,12
Sumberkerang,2009,18
Sumberkerep,2014,16
Sumberkerto,2003,2
Sumberketempa,2011,27
Sumberkima,2003,1
Sumberklampok,2001,1
Sumberkledung,2010,20
Sumberkokap,2005,21
Sumberkolak,2002,6
Sumberkradenan,2007,18
Sumberkramat,2007,23
Sumberlele,2011,14
Sumberlesung,2007,28
Sumbermalang,2003,12
Sumbermanjing Kulon,2001,2
Sumbermanjing Wetan,2011,4
Sumbermiri,2016,19
Sumbermujur,2006,3
Sumbermulya,2016,1
Sumbermulyo,2009,2
Sumbermulyo,2010,4
Sumbermulyo,2014,5
Sumbermulyo,2023,4
Sumbermulyo,2008,14
Sumbermulyo,2003,5
Sumbermulyo,2010,1
Sumbermulyo,2007,19
Sumbernangka,2017,24
Sumberngepoh,2007,25
Sumbernongko,2005,21
Sumberoto,2008,1
Sumberpakem,2002,31
Sumberpasir,2005,18
Sumberpetung,2003,11
Sumberpetung,2004,20
Sumberpinang,2003,24
Sumberpitu,2007,5
Sumberpoh,2005,17
Sumberporong,2008,25
Sumberpucung,2006,12
Sumberputih,2001,8
Sumberrahayu,2001,3
Sumberrejo,2044,2
Sumberrejo,2038,3
Sumberrejo,1009,10
Sumberrejo,2015,17
Sumberrejo,2001,16
Sumberrejo,2003,14
Sumberrejo,1018,16
Sumberrejo,2001,23
Sumberrejo,2001,8
Sumberrejo,2018,11
Sumberrejo,2008,19
Sumberrejo,2008,10
Sumberrejo,2006,12
Sumberrejo Sejahtera,1008,13
Sumbersalak,2008,28
Sumbersari,2007,29
Sumbersari,2014,7
Sumbersari,2010,17
Sumbersari,2007,13
Sumbersari,2025,3
Sumbersari,2019,7
Sumbersari,2006,10
Sumbersari,2002,1
Sumbersari,2027,12
Sumbersari,2006,2
Sumbersari,2006,19
Sumbersari,2002,3
Sumbersari,2011,2
Sumbersari,2005,8
Sumbersari,1002,21
Sumbersari,2005,8
Sumbersari,2008,1
Sumbersari,2006,20
Sumbersari,2010,12
Sumbersari,2010,1
Sumbersari,2005,11
Sumbersari,1005,5
Sumbersari,2006,11
Sumbersari Bantul,1003,5
Sumbersawit,2008,18
Sumbersecang,2015,9
Sumbersekar,2010,22
Sumbersewu,2004,5
Sumbersih,2005,13
Sumbersoko,2012,1
Sumbersono,2007,9
Sumbersono,2006,19
Sumbersuko,2002,5
Sumbersuko,2011,15
Sumbersuko,2001,21
Sumbersuko,2001,21
Sumbersuko,2002,19
Sumbersuko,2011,8
Sumbersuko,2002,12
Sumbersuko jaya,2027,3
Sumbertanggul,2001,8
Sumbertangkil,2002,30
Sumbertebu,2008,10
Sumberteguh,2005,17
Sumbertempur,2005,32
Sumbertengah,2002,17
Sumbertlaseh,2014,6
Sumberurip,2003,13
Sumberurip,2004,18
Sumberurip,2004,2
Sumberurip,2014,3
Sumberwangi,2015,11
Sumberwaras,2019,1
Sumberwaru,2003,29
Sumberwaru,2005,14
Sumberwaru,2005,6
Sumberwindu,2010,3
Sumberwono,2002,10
Sumberwringin,2004,19
Sumberwringin,2001,29
Sumberwringin,2006,18
Sumberwudi,2016,18
Sumberwulan,2014,6
Sumberwuluh,2005,3
Sumberwuluh,2003,17
Sumberwungu,2002,7
Sumbinya,2027,8
Sumbo,2007,3
Sumboe Buga,2005,15
Sumbok Rayeuk,2006,21
Sumbon,2003,2
Sumbong,2006,7
Sumbu Sari,2003,21
Sumbul,2003,8
Sumbul,2001,11
Sumbul,2085,3
Sumbul Tengah,2001,3
Sumbung,2004,3
Sumedang Sari,2016,12
Sumedangan,2016,2
Sumegen,2003,12
Sumeith Pasinaro,2004,11
Sumelap,1004,7
Sumendi,2002,23
Sumengko,2014,1
Sumengko,2001,12
Sumengko,2007,6
Sumengko,2007,16
Sumengko,2023,6
Sumengko,2010,5
Sumengko,2015,6
Sumentobol,2001,20
Sumerta,1006,2
Sumerta Kaja,2007,2
Sumerta Kauh,2008,2
Sumerta Kelod,2002,2
Sumi,2007,12
Sumilin,2018,3
Sumilir,2012,1
Sumillan,2010,5
Suminaikma,2011,3
Sumingkir,2002,8
Sumingkir,2003,7
Sumingkir,2006,8
Sumita,2016,3
Sumlili,2004,5
Sumo,2006,11
Sumo,2001,51
Sumobito,2013,11
Sumogawe,2007,1
Sumokali,2020,7
Sumokembangsri,2002,12
Sumolawang,2013,11
Sumoli,2004,10
Sumompo,1009,2
Sumondung,2023,6
Sumorame,2002,7
Sumowono,2019,5
Sumowono,2006,9
Sumpang Binangae,1003,3
Sumpang Mango,2011,10
Sumpang Minangae,2012,8
Sumpang Minangae,1005,4
Sumpinghayu,2012,16
Sumpira,2010,14
Sumpiuh,1013,7
Sumpu,2007,12
Sumpur,2002,14
Sumpur Kudus,2005,9
Sumpur Kudus Selatan,2009,9
Sumput,2024,8
Sumput,2007,15
Sumsum,2006,4
Sumtamon,2008,11
Sumtan,2046,5
Sumubkidul,2004,10
Sumublor,2006,10
Sumukh Alas,2022,11
Sumun,2015,6
Sumunikama,2008,19
Sumur,2008,12
Sumur,2008,14
Sumur,2005,21
Sumur,2013,18
Sumur,2002,9
Sumur,2023,1
Sumur Anyir,2001,8
Sumur Bandung,2013,7
Sumur Bandung,2005,2
Sumur Batu,1008,9
Sumur Batu,1007,3
Sumur Dewa,1006,1
Sumur Gedang,2015,2
Sumur Jauh,2005,23
Sumur Jaya,2004,2
Sumur Kucing,2007,19
Sumur Kumbang,2004,6
Sumur Mas,2011,3
Sumur Meleleh,1013,3
Sumur Pacing,1008,7
Sumur Pecung,1003,1
Sumur Putri,1012,7
Sumur Tujuh,2038,3
Sumuradem,2006,24
Sumuradem Timur,2007,24
Sumuragung,2011,10
Sumuragung,2021,12
Sumuraman,2010,9
Sumuran,2009,2
Sumuranja,2002,8
Sumurarum,2002,18
Sumurbandung,2011,7
Sumurbandung,2010,17
Sumurbanger,2004,6
Sumurbarang,2001,17
Sumurbatu,2002,5
Sumurbatu,1008,7
Sumurbatu,2002,4
Sumurber,2002,3
Sumurboto,2007,8
Sumurboto,1011,11
Sumurcinde,2020,11
Sumurdalam,2011,13
Sumurgayam,2004,14
Sumurgede,2008,23
Sumurgede,2007,16
Sumurgeneng,2006,12
Sumurgenuk,2013,5
Sumurgintung,2006,28
Sumurgung,2008,10
Sumurgung,2001,16
Sumurgung,2004,18
Sumurjalak,2005,17
Sumurjomblangbogo,2003,11
Sumurkidang,2001,6
Sumurkondang,2003,34
Sumurkondang,2005,5
Sumurlaban,2007,9
Sumurlaban,2006,7
Sumurmati,2007,21
Sumurpanggang,1006,4
Sumurpule,2021,12
Sumurrejo,1014,12
Sumursongo,2003,14
Sumurtawang,2026,12
Sumurugul,2010,9
Sumurup,2004,9
Sumurwelut,1006,18
Sumurwiru,2002,28
Sumuy,2003,24
Sumyang,2009,8
Sunalari,2011,3
Sunda Kelapa,2013,3
Sundajayagirang,2002,32
Sundakerta,2007,33
Sundamekar,2005,5
Sundan,2016,28
Sundata,2006,5
Sundata Selatan,2013,5
Sundata Utara,2012,5
Sundawenang,2005,13
Sundawenang,2007,14
Sunde,2010,3
Sundoluhur,2017,2
Sundul,2011,2
Sundutan Tigo,2021,16
Sunei,2023,1
Suneri,2011,11
Sungai Abang,2006,3
Sungai Abang,2004,6
Sungai Abang Lubuk Alung,2006,1
Sungai Abau,2004,12
Sungai Abu,2003,17
Sungai Agung,2023,10
Sungai Air Putih,2012,11
Sungai Ajung,2003,12
Sungai Akar,2003,8
Sungai Alai,2012,1
Sungai Alai,2017,1
Sungai Alam,2012,1
Sungai Alang,2011,6
Sungai Alat,2007,7
Sungai Ambangah,2002,1
Sungai Ambawang Kuala,2005,3
Sungai Ana,2011,1
Sungai Anai,2004,4
Sungai Anak Kamal,2026,5
Sungai Andai,1010,4
Sungai Angit,2022,6
Sungai Antu,2001,23
Sungai Antu Hulu,2007,6
Sungai Antuan,2005,11
Sungai Anyar,2015,1
Sungai Apit,1001,2
Sungai Ara,2002,6
Sungai Arang,2004,12
Sungai Areh,2017,5
Sungai Arfat,2020,6
Sungai Aro,2002,2
Sungai Asam,2004,4
Sungai Asam,1004,4
Sungai Asam,2006,1
Sungai Asam,2012,6
Sungai Aua,2001,9
Sungai Aur,2008,14
Sungai Aur,2009,3
Sungai Awan Kanan,2001,17
Sungai Awan Kiri,2002,17
Sungai Awang,2025,5
Sungai Ayak Dua,2002,5
Sungai Ayak Satu,2001,5
Sungai Badak,2003,1
Sungai Bahadangan,2014,7
Sungai Bahalang,2016,3
Sungai Bahim,2007,3
Sungai Bakah,2009,9
Sungai Bakanon,2018,4
Sungai Bakar,2002,10
Sungai Bakau,2012,12
Sungai Bakau,2006,1
Sungai Bakau,2006,6
Sungai Bakau,2001,4
Sungai Bakau Besar Darat,2002,7
Sungai Bakau Besar Laut,2004,7
Sungai Bakau Kecil,2007,18
Sungai Bakung,2002,4
Sungai Balantiak,2005,13
Sungai Bali,2005,5
Sungai Bamban,2008,7
Sungai Bambu,1004,2
Sungai Bangkal,2019,4
Sungai Banyak Ikan,2024,3
Sungai Barang,2004,10
Sungai Baring,2024,5
Sungai Baru,1003,1
Sungai Baru,2008,2
Sungai Baru,2003,2
Sungai Baru,1010,5
Sungai Batang,2002,3
Sungai Batang,2024,1
Sungai Batang,2019,14
Sungai Batang,2007,1
Sungai Batang,2005,7
Sungai Batang,2002,4
Sungai Batang,2002,14
Sungai Batang Ilir,2003,14
Sungai Batu,2019,1
Sungai Batu Gantih Hilir,2039,6
Sungai Batuang,2005,6
Sungai Batung,2007,1
Sungai Baung,2016,2
Sungai Baung,2017,1
Sungai Baung,2003,3
Sungai Baung,2015,3
Sungai Baung,2008,1
Sungai Baung,2006,2
Sungai Bawang,2013,5
Sungai Bedaun,2015,1
Sungai Bedungun,1003,5
Sungai Belida,2004,22
Sungai Belidak,2007,9
Sungai Bemban,2015,1
Sungai Bemban,2004,6
Sungai Bengkal,1001,2
Sungai Bengkal Barat,2017,2
Sungai Bengkuang,2016,6
Sungai Bening,2005,9
Sungai Benteng ,1001,9
Sungai Benuh,2006,5
Sungai Beras,2006,9
Sungai Beras Beras,2006,12
Sungai Beras Hilir,2004,12
Sungai Berbari,2001,14
Sungai Beringin,2004,3
Sungai Beringin,2009,1
Sungai Beringin,2007,6
Sungai Bertam,2002,1
Sungai Besar,2015,12
Sungai Besar,2012,6
Sungai Besar,2007,5
Sungai Besar,2016,6
Sungai Besar,1001,5
Sungai Betung,2002,12
Sungai Bilu,1004,2
Sungai Binjai,1004,11
Sungai Binti,1002,11
Sungai Binuang,2008,8
Sungai Buaya,2028,11
Sungai Buaya,2039,5
Sungai Buaya,2001,3
Sungai Buaya,2012,8
Sungai Bugau,2010,6
Sungai Bulan,2010,1
Sungai Bulan,1003,4
Sungai Bulan,2013,3
Sungai Bulian,2002,15
Sungai Buluah,2003,2
Sungai Buluah Barat,2006,2
Sungai Buluah Selatan,2008,2
Sungai Buluah Timur,2005,2
Sungai Buluah Utara,2007,2
Sungai Buluh,2003,8
Sungai Buluh,2019,3
Sungai Buluh,2004,13
Sungai Buluh,2002,3
Sungai Buluh,2005,4
Sungai Buluh,2019,3
Sungai Buluh,2023,2
Sungai Buluh,2002,7
Sungai Buluh,2011,4
Sungai Buluh,2004,2
Sungai Bundung,2004,2
Sungai Bundung Laut,2004,12
Sungai Bungin,2005,19
Sungai Bungo,2004,8
Sungai Bungur,2005,3
Sungai Bunut,2004,14
Sungai Burung,2012,25
Sungai Burung,2006,15
Sungai Butang,2003,11
Sungai Cabang,2001,1
Sungai Cabang Barat,2003,4
Sungai Cambai,2002,2
Sungai Cemara,2007,5
Sungai Ceper,2003,15
Sungai Cina,2006,2
Sungai Cingam,2005,10
Sungai Cubadak,2008,8
Sungai Cuka,2004,7
Sungai Daeng,1002,1
Sungai Daka,2012,7
Sungai Dalam,2014,2
Sungai Dama,1002,4
Sungai Damar,2001,4
Sungai Dangin,2004,3
Sungai Dareh,2001,2
Sungai Datar,2045,2
Sungai Dau,2011,4
Sungai Daun,2004,6
Sungai Daun,2002,7
Sungai Dawu,2010,2
Sungai Dayo,2010,9
Sungai Deden,2006,10
Sungai Deras,2007,4
Sungai Deras,2006,8
Sungai Dua,2006,3
Sungai Dua,2015,6
Sungai Dua Indah,2011,8
Sungai Dungun,2009,12
Sungai Dungun,2009,4
Sungai Duo,2005,4
Sungai Durait Hilir,2003,2
Sungai Durait Hulu,2013,2
Sungai Durait Tengah,2020,2
Sungai Duren,2006,1
Sungai Duren,2010,17
Sungai Duri,2001,1
Sungai Duri I,2001,12
Sungai Duri II,2002,12
Sungai Durian,2071,4
Sungai Durian,2004,9
Sungai Durian,2001,16
Sungai Durian,1001,4
Sungai Durian,2003,1
Sungai Dusun,2011,4
Sungai Ekok,2016,13
Sungai Emang,2036,8
Sungai Enam,1011,6
Sungai Enau,2005,2
Sungai Gading,2004,9
Sungai Gambir,2007,5
Sungai Gambir Sako Tapan,2001,14
Sungai Gampa,2004,7
Sungai Gampa Asahi,2003,7
Sungai Garam Hilir,1001,4
Sungai Garong,2015,8
Sungai Garuda,2009,8
Sungai Gayo Lumpo,2015,5
Sungai Gayung Kiri,2013,3
Sungai Gelam,2007,8
Sungai Geniot,1006,4
Sungai Geringging,2013,7
Sungai Gerong,2002,1
Sungai Gerong,2010,10
Sungai Gimba Ulakan,2004,10
Sungai Golang,2027,3
Sungai Gondang,2009,10
Sungai Gula,2001,4
Sungai Guntung Hilir,2002,1
Sungai Guntung Tengah,2001,1
Sungai Gurun,2008,6
Sungai Haji,2009,10
Sungai Hanya,2007,10
Sungai Hanyar,2001,10
Sungai Harang,2009,1
Sungai Harapan,2008,4
Sungai Harapan,1001,3
Sungai Hijau,2011,6
Sungai Ibul,2005,1
Sungai Ilai,2003,6
Sungai Ipuh,2001,9
Sungai Ipuh Dua,2012,9
Sungai Ipuh Satu,2011,9
Sungai Itik,2004,5
Sungai Itik,2002,9
Sungai Jaga A,2004,1
Sungai Jaga B,2005,1
Sungai Jalau,2006,18
Sungai Jaman,2013,11
Sungai Jambat,2003,5
Sungai Jambu,2006,9
Sungai Jambur,2006,9
Sungai Janiah,2005,7
Sungai Janiah Talu,2006,4
Sungai Janjam,2017,2
Sungai Jaranih,2018,3
Sungai Jati,2012,12
Sungai Jauh,2007,2
Sungai Jaung,2040,3
Sungai Jawi,2006,12
Sungai Jawi,2008,5
Sungai Jaya,2001,2
Sungai Jelai,2004,8
Sungai Jelayan,2018,4
Sungai Jering,2006,17
Sungai Jerinjing,2006,9
Sungai Jernih,2006,12
Sungai Jernih,2001,6
Sungai Jernih,2013,1
Sungai Jernih,2013,7
Sungai Jeruju,2003,18
Sungai Jeruk,2009,2
Sungai Jingah,1004,4
Sungai Jingah Besar,2009,1
Sungai Jior,2012,15
Sungai Jodoh,1002,2
Sungai Kakap,2001,9
Sungai Kaki,2012,10
Sungai Kali,2002,14
Sungai Kali,2015,1
Sungai Kambat,2001,9
Sungai Kambut,2007,2
Sungai Kamuyang,2003,4
Sungai Kapas,2024,2
Sungai Kapih,1001,7
Sungai Kapitan,2008,1
Sungai Karang,2004,11
Sungai Karias,2015,5
Sungai Kasai Nagari Kurai Taji,2014,3
Sungai Kayu Ara,2008,2
Sungai Kedukan,2017,6
Sungai Kelambu,2012,4
Sungai Keledang,1001,2
Sungai Keli,2012,9
Sungai Keli,2006,1
Sungai Kelik,2006,11
Sungai Kelik,2024,6
Sungai Kembayau,2009,20
Sungai Keradak,2002,1
Sungai Keran,2002,15
Sungai Kerawang,2012,5
Sungai Kerjan,1002,12
Sungai Keruh,2010,1
Sungai Ketapi,2038,6
Sungai Ketupak,2004,18
Sungai Kijang,2008,2
Sungai Kinjil,2005,18
Sungai Kitano,2017,15
Sungai Korang,2018,5
Sungai Kuini,2033,3
Sungai Kumango,2007,4
Sungai Kumap,2014,7
Sungai Kumpai,2001,2
Sungai Kuning,2017,6
Sungai Kuning Benio,2029,3
Sungai Kunyit,2001,7
Sungai Kunyit,2010,1
Sungai Kunyit Barat,2003,7
Sungai Kunyit Dalam,2006,12
Sungai Kunyit Hulu,2007,12
Sungai Kunyit Laut,2005,12
Sungai Kupah,2004,9
Sungai Kupang,2004,8
Sungai Kupang,2002,3
Sungai Kupang,2009,5
Sungai Kupang Jaya,2015,7
Sungai Kuruk I,2021,4
Sungai Kuruk II,2022,4
Sungai Kuruk III,2023,4
Sungai Kuti,2010,6
Sungai Labi,2015,19
Sungai Labuk,2013,3
Sungai Lais,2016,19
Sungai Lakam Timur ,1003,3
Sungai Laki,2009,2
Sungai Lakum,2007,2
Sungai Lala,2007,11
Sungai Lalang,2010,9
Sungai Lambu Makmur,2019,10
Sungai Lanang,2016,2
Sungai Landai,2003,5
Sungai Landas,2022,6
Sungai Landia,2002,5
Sungai Langan,2008,3
Sungai Langir,2014,4
Sungai Langka,2010,1
Sungai Langkai,1005,11
Sungai Langkok,2002,8
Sungai Langsat,2011,8
Sungai Lansek,2001,6
Sungai Laru,2001,18
Sungai Lawak,2005,3
Sungai Lebung,2003,9
Sungai Lekop,1009,6
Sungai Lekop,1003,11
Sungai Lembu,2003,2
Sungai Liku Pelangai,2006,2
Sungai Lilin,2010,17
Sungai Lilin,1020,7
Sungai Lilin,2020,11
Sungai Lilin Jaya,1030,7
Sungai Limas,2006,8
Sungai Limau,2001,10
Sungai Limau,2002,14
Sungai Limau,2001,15
Sungai Limau,2008,12
Sungai Limau,2006,4
Sungai Limau,2001,12
Sungai Linau,2008,12
Sungai Lingkar,2011,6
Sungai Lintang,2005,12
Sungai Lipai,2006,20
Sungai Liput,2010,6
Sungai Lisai,2008,12
Sungai Liuk,2010,2
Sungai Lobang,2007,4
Sungai Lokan ,1005,5
Sungai Luang Hilir,2008,2
Sungai Luang Hulu,2012,2
Sungai Luar,2005,30
Sungai Lubang,2017,6
Sungai Lueng,2021,1
Sungai Lulut,1001,4
Sungai Lulut,1005,2
Sungai Lumbah,2007,5
Sungai Lumpur,2002,18
Sungai Lunuk,2007,2
Sungai Lurus,2005,16
Sungai Malang,1005,5
Sungai Malaya,2015,3
Sungai Mali,2004,4
Sungai Mali,2004,7
Sungai Manau,2017,4
Sungai Mancur,2001,17
Sungai Mandala,2010,8
Sungai Manurung,2003,1
Sungai Maram,2009,19
Sungai Mas,2009,10
Sungai Mata - Mata,2006,2
Sungai Mawang,2014,1
Sungai Mawang,2004,2
Sungai Mawang,2026,6
Sungai Mawang,2005,23
Sungai Mayam,2006,20
Sungai Medak,2006,1
Sungai Medang ,1005,3
Sungai Melawen,2010,5
Sungai Melayu,2009,25
Sungai Melayu Baru,2002,25
Sungai Melayu Jaya,2008,25
Sungai Menang,2001,15
Sungai Mengkuang,2003,13
Sungai Mentawa,2001,3
Sungai Mentoba,2014,3
Sungai Menuang,2025,8
Sungai Merah,2013,5
Sungai Meranti,2014,13
Sungai Meraya,2037,8
Sungai Merdeka,1002,20
Sungai Meriam,2006,4
Sungai Miai,1005,4
Sungai Muntik,2020,1
Sungai Musang,2031,1
Sungai Naik,2005,14
Sungai Naik,2019,11
Sungai Namang,2003,1
Sungai Nanam,2002,4
Sungai Naniang,2004,12
Sungai Nanjung,2016,12
Sungai Napal,2007,4
Sungai Nibung,2017,12
Sungai Nibung,2005,25
Sungai Nibung,2012,8
Sungai Nilam,2002,3
Sungai Nilau,2016,4
Sungai Ning,2006,8
Sungai Nipah,2002,8
Sungai Nipah,2014,8
Sungai Nipah,2006,7
Sungai Nyalo IV Koto Mudiek,2008,4
Sungai Nyalo Mudiak Aia,2019,7
Sungai Nyamuk,2004,7
Sungai Nyamuk,2001,10
Sungai Nyirih,2009,3
Sungai Nyirih,2004,7
Sungai Nyiur,2023,2
Sungai Ondok,2014,9
Sungai Orosan,2072,4
Sungai Padang,2007,4
Sungai Pagar,1001,8
Sungai Pakit,2012,6
Sungai Pakning ,1010,3
Sungai Paku,2016,7
Sungai Palah,2002,11
Sungai Panangah,2022,1
Sungai Panas,1006,10
Sungai Pancang,2001,11
Sungai Pandan,2005,7
Sungai Pandan Hilir,2007,3
Sungai Pandan Hulu,2015,3
Sungai Pandan Tengah,2031,3
Sungai Pangeran,1010,5
Sungai Pangkalan I,2006,1
Sungai Pangkalan II,2007,1
Sungai Pantai,2001,7
Sungai Papuyu,2022,2
Sungai Paring,2011,2
Sungai Paring,1005,5
Sungai Paring,2012,5
Sungai Parit,1008,1
Sungai Pasak,2011,4
Sungai Pasir,2009,18
Sungai Pasir,1007,4
Sungai Pasir,2004,4
