name,kode,kecamatan_id
Benteng Tawa I,2008,14
Benteng Tawa II,2011,14
Benteng Tawa III,2012,14
Benteng Tawa IV,2017,14
Benteng Tawa V,2018,14
Benteng Tellue,2009,24
Benteng Tengah,1010,9
Benteng Tubi,2002,14
Benteng Utara,2002,20
Benteng Utara,1001,1
Benteng Wunis,2017,8
Bentenge,2007,6
Bentengnge,1002,2
Bentengnge,1006,4
Bentiang Madomang,2014,5
Bentiring,1002,4
Bentiring Permai,1006,4
Bento,2013,19
Bentok Darat,2006,5
Bentok Kampung,2005,5
Bentot,2004,3
Bentuk Jaya,2005,16
Bentunai,2008,7
Bentung,2002,15
Benu,2002,11
Benu Benua,1005,5
Benua,2008,28
Benua,2005,13
Benua Anyar,2005,20
Benua Anyar Danau Salak,2020,7
Benua Anyar Sungai Tuan,2012,7
Benua Baru,2010,2
Benua Baru,2003,19
Benua Baru,2005,3
Benua Baru Ilir,2006,5
Benua Baru Ulu,2016,5
Benua Kencana,2017,2
Benua Krio,2005,19
Benua Lawas,2001,1
Benua Puhun,2004,11
Benua Raja,2001,8
Benua Raja,2028,12
Benua Ratu,2008,10
Benua Raya,2001,5
Benua Riam,2003,11
Benua Tengah,2006,1
Benua Utama,2003,13
Benuamelayu Darat,1003,1
Benuamelayu Laut,1002,1
Benuang,2002,1
Benuang,2007,6
Benuang Galing,2001,7
Benuanirae,1004,6
Benuatan,2007,7
Benuis,2008,9
Benung,2014,8
Benus,2002,18
Benyam,2024,2
Benyas,2005,3
Benyom,2004,7
Benyom Jaya I,2002,8
Benyom Jaya II,2003,8
Beo,2004,19
Beo Barat,1018,2
Beo Rahong,2011,3
Beo Sepang,2021,6
Beo Timur,1017,2
Beong,2002,9
Bepara,2002,13
Bera,2014,37
Bera Dolu,2001,10
Berab,2004,8
Beraban,2007,2
Beraban,2004,6
Beraban,2006,15
Berabung,2016,12
Berahan Kulon,2007,13
Berahan Wetan,2008,13
Beraim,2005,10
Berakak,2007,10
Berakat Mufakat,2029,4
Berakit,2001,10
Beralang,2029,3
Berambai Makmur,2013,6
Berampu,2004,13
Beran,2009,2
Beran,1006,9
Beran,2006,9
Beranang,2008,2
Berancah,2011,2
Berandan Barat,1006,14
Berandan Timur,1008,14
Berandan Timur Baru,1007,14
Berandang,2007,14
Berang,2006,2
Berangas,2007,4
Berangas,1002,5
Berangas Barat,1001,5
Berangas Timur,2008,5
Berangbang,2005,1
Berangwi,2008,12
Beranun Teleden,2043,4
Berare,2004,9
Beras Balange,2005,3
Beras Basah,1009,15
Berasan Makmur,2014,7
Berasan Mulya,2029,12
Berasang,2002,10
Berastepu,2025,12
Beratan,1012,6
Beratkulon,2005,15
Beratwetan,2014,14
Berawang Baro,2004,7
Berawang Dewal,2002,19
Berawang Gading,2003,13
Berbak,2022,12
Berbas Pantai,1003,2
Berbas Tengah ,1002,2
Berbek,2012,18
Berbek,2005,3
Berbeluk,2010,5
Berbura,2009,7
Bercak,2007,22
Bercak,2003,15
Bercak Asri,2015,15
Berdikari,2022,8
Berdikari,2005,2
Bere,2001,17
Bere Bere Kecil,2003,3
Bere-bere,2001,4
Berekah,2003,14
Berelema,2002,13
Bereliku,2015,1
Berem,2006,18
Berembanak,2001,27
Berembang,2008,2
Berembeng,2004,1
Beremo,2004,22
Bereng,1016,5
Bereng Balawan,2004,6
Bereng Baru,2022,5
Bereng Bengkel,1001,4
Bereng Berkawat,2002,6
Bereng Jun,2005,6
Bereng Malaka,2023,5
Bereng Rambang,2014,3
Bergang,2018,10
Bergas Kidul,2010,13
Bergas Lor,1009,13
Bergolo,2006,12
Berhala,2002,9
Berhut,2015,4
Beriang Tinggi,2013,2
Berime,2022,8
Berimono,2016,8
Berinang Mayun,2011,6
Berindat,2001,6
Berinding,2012,9
Beringen,2008,18
Beringin,2007,33
Beringin,1004,21
Beringin,2004,15
Beringin,1001,4
Beringin,2005,31
Beringin,2006,14
Beringin,2004,22
Beringin,2006,11
Beringin,1003,31
Beringin,2004,14
Beringin,1005,1
Beringin,2014,6
Beringin,2011,8
Beringin,2015,5
Beringin,2010,7
Beringin,2032,2
Beringin,2005,3
Beringin,2005,3
Beringin,2014,6
Beringin Agung,2020,13
Beringin Agung,2008,17
Beringin Agung,2019,13
Beringin Agung,2020,21
Beringin Baru,2007,8
Beringin Dalam,2002,14
Beringin Datar,2025,3
Beringin Indah,2013,3
Beringin Janggut,2016,16
Beringin Jaya,2002,2
Beringin Jaya,2012,3
Beringin Jaya,2011,8
Beringin Jaya,1015,14
Beringin Jaya,2020,20
Beringin Jaya,2014,1
Beringin Jaya,1016,1
Beringin Jaya,2007,26
Beringin Jaya,2006,17
Beringin Jaya,2004,8
Beringin Jaya,2008,9
Beringin Jaya,1003,13
Beringin Jaya,2004,6
Beringin Jaya,2001,25
Beringin Jaya,2020,17
Beringin Jaya,2015,4
Beringin Jaya,2001,17
Beringin Jaya,2008,9
Beringin Jaya,2007,21
Beringin Jaya,2003,14
Beringin Jaya,2012,8
Beringin Jaya,2010,15
Beringin Jaya,2003,2
Beringin Kencana,2008,17
Beringin Kencana,2013,1
Beringin Lamo,2002,8
Beringin LB,2031,4
Beringin Lestari,2003,11
Beringin Makmur,2006,7
Beringin Makmur I,2009,4
Beringin Makmur II,2010,4
Beringin Mulia,2005,16
Beringin Raya,1005,4
Beringin Raya,1010,13
Beringin Raya,2024,5
Beringin Rayo,2026,13
Beringin Sakti,2008,4
Beringin Sanggul,2003,24
Beringin Taluk,2023,2
Beringin Tiga,1006,8
Beringin Tinggi,2005,18
Beringin Tunggal Jaya,2013,4
Beringkai Raya,2020,1
Beringkit Belayu,2002,7
Beriningin Jaya,2006,16
Berip,2004,10
Beriri Jarak,2008,14
Beriring Naru,2021,13
Beriten,2007,1
Beriulou,2002,2
Beriwit,1013,1
Berjo,2002,7
Berkah,2013,7
Berkas,1001,3
Berkat,2015,8
Berkat Mulya,2019,8
Berkoh,1003,24
Berkun,2012,2
Berlian,2014,6
Berlian Jaya,2003,12
Berlian Makmur,2013,7
Berlimang,2007,2
Bermai,2002,8
Bermi,2001,13
Bermi,2013,10
Bermi,2009,8
Bernai,2002,3
Bernai Dalam,2028,3
Bernayau,2014,3
Berngam,1001,2
Bernung,2013,1
Bero,2015,6
Bero,2003,10
Bero,2003,8
Bero Jaya Timur,2011,12
Beroangin,2011,8
Beroanging,2004,6
Berobai Permai,2017,5
Berohol,1004,4
Berok,1017,1
Berok Nipah,1010,3
Berong,2009,3
Beroppa,2008,7
Berora,2002,26
Bersehati,2013,6
Bersole,2020,11
Bersujud,2010,6
Berta,2001,1
Bertah,2016,4
Bertais,1003,6
Bertungen Julu,2008,3
Beru,1001,17
Beru,2006,27
Beru,2003,1
Beru,1001,15
Beru-Beru,2005,3
Berua,2001,5
Berua,1009,11
Berua Siwalawa,2008,23
Beruam,2007,3
Beruas,2004,4
Beruas,2008,4
Beruge,2004,6
Beruge Darat,2019,1
Beruge Ilir ,1018,2
Berugenjang,2016,4
Berugo,2005,23
Beruk,2007,2
Berumbung Baru,2006,6
Berundung,2012,14
Beruntung Raya,2028,4
Berusaha,2004,2
Beruta,2007,3
Berutallasa,2005,11
Besadi,2006,3
Besakih,2004,1
Besan,2012,4
Besana,2001,22
Besani,2005,5
Besani,2009,3
Besar,2006,9
Besar,1003,13
Besar II Terjun,2007,1
Besemah Serasan ,1022,2
Beseran,2016,13
Besi,2044,6
Besika,2023,8
Besikama,2008,2
Besilam,2005,12
Besilam Bukit Lembasa,2004,8
Besiq,2001,8
Besito,2006,8
Besle'u,2007,28
Besnam,2002,29
Besoangin,2005,5
Besoangin Utara,2011,5
Besole,2014,8
Besole,2001,15
Besowo,2003,18
Besowo,2007,2
Bestala,2008,2
Bestobe,2008,31
Besu,2003,39
Besuk,2012,10
Besuk,2008,5
Besuk,2012,14
Besuk,2008,4
Besukagung,2009,13
Besuki,2004,1
Besuki,2014,1
Besuki,2012,4
Besuki,2001,1
Besuki,2009,2
Besuki,2003,15
Besuki,2003,2
Besuki,2009,2
Besukkidul,2010,13
Besulutu ,1003,20
Besum,2005,14
Besur,2001,9
Besusu Barat,1004,1
Besusu Tengah,1006,1
Besusu Timur,1007,1
Betaf,2002,4
Betaf Dua,2013,4
Betahwalang,2012,12
Betak,2016,14
Betalemba,2006,19
Betang Nalong,2008,3
Betania,2007,2
Betao,2006,10
Betao Riase,2008,10
Betara Kanan,2003,12
Betara Kiri,1001,12
Betaua,2005,8
Betbere,2011,16
Bete-Bete,2001,10
Betek,2005,8
Betek,2014,6
Betek,2004,8
Betek Taman,2002,9
Betelan,2008,5
Betelan Satu,2016,5
Beteleme,2001,4
Beten Dua,2006,19
Beteng,2001,20
Betengon,2013,3
Betengsari,2014,3
Betenung,2004,11
Betet,2007,7
Betet,2019,9
Betet,2002,20
Betet,1007,3
Beti,2006,8
Betimus Mbaru,2004,3
Beting,2002,9
Beting Kuala Kapias,1005,4
Betiting,2014,11
Betok Jaya,2002,6
Betokan,1017,11
Beton,2004,10
Beton,2001,13
Betoyoguci,2009,10
Betoyokauman,2007,10
Betro,2009,17
Betro,2002,15
Betteng,1002,7
Betteng,2006,2
Betteng Deata,2011,19
Bettet,2008,4
Betuah,2006,4
Betue,2002,25
Betumonga,2007,1
Betumonga,2001,8
Betung,2009,3
Betung,2003,3
Betung,2032,6
Betung,2002,19
Betung,1017,5
Betung,2002,14
Betung,2001,4
Betung,2002,16
Betung,2006,16
Betung,2009,4
Betung,2004,13
Betung,2002,2
Betung,2008,17
Betung Barat,2002,4
Betung Bedarah Barat,2012,2
Betung Bedarah Timur,2011,2
Betung I,2009,15
Betung II,2006,15
Betung Kuning,2014,4
Betung Permai,2017,4
Betung Selatan,1022,5
Betung Selatan,2008,4
Betung Timur,2011,14
Betungan,2002,7
Betungan,1005,1
Betwaft,2019,18
Beungga,2024,19
Beunot,2008,11
Beunyot,2016,9
Beuracan Rata,2005,24
Beuradeun,2014,8
Beurancan Pirak,2055,5
Beurandang,2039,6
Beurandang,2022,10
Beurandang,2003,11
Beurandang Asan,2023,17
Beurandang Dayah,2020,17
Beurandang Krueng,2021,17
Beurandeh,2002,9
Beurandeh,2007,6
Beurangong,2049,11
Beurasan,2035,4
Beurawang,2003,6
Beurawang,2039,4
Beurawang,2008,1
Beurawang,2006,3
Beurawe,2006,2
Beureudep,2049,7
Beureueh II,2027,24
Beureugang,2006,2
Beureuleung,2003,25
Beureunut,2034,4
Beuringen,2034,7
Beuringen,2014,8
Beuringen,2016,5
Beuringen Pirak,2046,5
Beusa Baroh,2013,18
Beusa Meuranoe,2013,7
Beusa Seberang,2001,18
Beusi,2003,16
Beutaran,2025,3
Beutong,2006,11
Beutong,2008,17
Beutong Perlak,2027,17
Beutong Pocut,2026,17
Bewa,2010,9
Bewa Pawe,2010,19
Bewang,2004,8
Beyongwi,2009,17
Bha Ulee Tutu,2016,18
Bhakti Jaya,2017,20
Bhakti Karya,1003,5
Bhakti Karya,2028,10
Bhakti Mulya,2004,4
Bhakti Negara,2006,4
Bhangkali Barat,2005,19
Bhaskara Bhakti,2006,5
Bhayangkara Jaya,2031,5
Bhera,2001,2
Bheramari,2011,1
Bhinor,2020,12
Bhintuka,2004,9
Bhom Lama,2008,10
Bhone Kainsetala,2007,26
Bhontu-Bhontu,2005,37
Bhuana Giri,2007,6
Bhuana Jaya,2008,16
Bi'ih,2009,6
Biak,2001,21
Biak,2007,4
Biak Muli,2011,3
Biak Muli Baru,2034,3
Biak Muli Pantai Raja,2035,3
Biak Muli Sejahtera,2036,3
Biaknampe,2022,6
Biala,2003,4
Bialo,2004,1
Biamaahi,2007,5
Bianci,2007,7
Biang,2036,7
Biangkeke,2002,5
Biangloe,2004,5
Biara Barat,2036,14
Biara Timur,2037,14
Biaro Baru,2002,5
Biaro Gadang,2002,7
Biaro Lama,2003,5
Bias,2005,7
Bias,2001,28
Biatan Bapinang,2006,13
Biatan Baru,2007,13
Biatan Ilir,2002,13
Biatan Lempake,2004,13
Biatan Ulu,2001,13
Biati,2019,13
Biau,2001,6
Biau,2005,4
Biau,2001,8
Biau,2001,10
Biau Seha,2013,4
Biaung,2005,8
Biawao,1010,2
Biawer,2028,9
Biawu,1012,2
Bibida,1001,5
Bibikem,2002,20
Bibinoi,2005,22
Bibiosi,2031,2
Bibiram,2004,20
Bibis,2005,9
Bibrik,2014,9
Bicabbi,2007,18
Bicak,2016,14
Bicak,2015,12
Biccoing,2003,5
Bicoli,2001,3
Bicorong,2001,9
Bidar Alam,2002,4
Bidara,2009,18
Bidara Cina,1002,3
Bidari Tanjung Datuk,2017,7
Bidi Hunga,2013,3
Bidipraing,2002,18
Bidnew,2001,3
Bido,2005,4
Bido,1004,5
Bidoa,2010,2
Bidok,2020,2
Biduk-Biduk,2001,8
Biduri Bersujud,2016,3
Bie,2059,16
Bie,2002,11
Bieleme,2004,36
Bies Baru,2002,20
Bies Mulie,2003,20
Bies Penentanan,2001,20
Bifo,2007,14
Biga,1005,1
Biga,2023,5
Biga,2001,9
Biga,2003,16
Bigaran,2006,2
Bigasiga,2002,8
Bigipaga,2005,10
Bigipura,2005,16
Bigirage,2016,8
Bigo,2003,5
Bigo Selatan,2012,5
Bigwaimud,2002,7
Biha,2008,2
Biha,2011,3
Biha,2003,7
Bihara,2004,3
Bihara Hilir,2016,3
Bihe,2010,21
Bijaepasu,2003,11
Bijaepunu,2010,3
Bijawang,2012,9
Bijeli,2003,13
Bijeli,2001,4
Biji Nangka,2003,7
Bika,2002,2
Bika Hulu,2008,2
Bikang,2006,1
Bikar,2007,13
Bikekneno,2013,2
Biku Sarana,2005,14
Bila,2009,8
Bila,2014,24
Bila,1005,4
Bila,2015,1
Bila,2006,9
Bila Bekayuk,2001,6
Bila Cenge,2010,8
Bila Riase,2005,11
Bila Talang,2007,12
Bilabong Jaya,1005,16
Bilai,2002,2
Bilal,2005,10
Bilalang,2005,14
Bilalang Baru,2007,32
Bilalang Dua,2002,1
Bilalang III,2001,32
Bilalang III Utara,2006,32
Bilalang IV,2002,32
Bilalang Satu,2001,1
Bilalea,2008,14
Bilangan,2015,16
Bilanrengi,2005,17
Bilante,2006,2
Bilaporah,2003,2
Bilas,2001,10
Bilato,2002,23
Bilayuk,2019,2
Bilebante,2006,8
Biledumu,2020,16
Bilelando,2007,6
Bileon,2006,28
Bili,2006,6
Bili Baro,2009,24
Bili-bili,2014,6
Bilifitu,2006,6
Bilip Bayo,2006,23
Bilis-bilis,2015,24
Billa,2001,4
Billa,2001,5
Billa'an,2014,5
Billapora Barat,2006,10
Billapora Rebba,2012,7
Billapora Timur,2007,10
Bilo,2005,5
Biloe,2004,6
Bilogai,2006,1
Bilok Petung,2004,15
Bilokka,1001,1
Bilonlantunga,2004,9
Biloro,2003,4
Bilote,2008,10
Biloto,2001,2
Biluango,2007,8
Bilubaga,2003,16
Biluhu Barat,2001,20
Biluhu Tengah,2003,20
Biluhu Timur,2005,5
Bilungala,2004,4
Bilungala Utara,2025,4
Biluy,2002,19
Bima Karya,2015,8
Bima Sakti,2005,12
Bimamaroa,2006,25
Bimbogul,2003,7
Bime,2003,19
Bime,2001,10
Bimo,2013,10
Bimo,2006,23
Bimomartani,2002,11
Bimor Jaya,2008,2
Bimorejo,2012,18
Bimu,2010,5
Bina,2014,9
Bina,2002,14
Bina Amarta,2007,13
Bina Baru,2002,19
Bina Baru,2005,6
Bina Bhakti,2001,6
Bina Bumi,2005,26
Bina Jaya,2004,6
Bina Jaya,2005,9
Bina Jaya,2003,16
Bina Jaya,2008,13
Bina Karsa,2011,20
Bina Karya,2009,5
Bina Karya,2005,6
Bina Karya,2023,7
Bina Karya Baru,2007,28
Bina Karya Buana,2014,9
Bina Karya Jaya,2001,28
Bina Karya mandiri,2015,9
Bina Karya Putra,2013,9
Bina Karya Sakti,2003,28
Bina Karya Utama,2002,28
Bina Maju,2012,2
Bina Mekar,2024,7
Bina Sejahtera,2020,7
Binaan Baru,2012,8
Binabo Jae,2013,13
Binabo Julu,2012,13
Binade,2004,2
Binafun,2002,30
Binagara,2009,4
Binagun Jaya,2012,17
Binai,2006,4
Binaka,2012,4
Binakal,2005,20
Binakarya,2010,6
Binala,2005,12
Binalang,2005,10
Binalang Timur,2010,10
Binalawan,2002,8
Binalkom,2011,11
Binalkon,2008,41
Binalu,2010,4
Binam,2001,7
Binamang,2017,4
Binamsain,2001,9
Binanga,2006,3
Binanga,2013,19
Binanga,2010,2
Binanga,1002,1
Binanga,2016,3
Binanga Gumbot,2075,2
Binanga Karaeng,2003,7
Binanga Panasahan,2003,2
Binanga Sombaiya,2007,5
Binanga Tolu,2008,1
Binanga Tolu,2001,3
Binangadua,2002,5
Binangga,2003,20
Binangga,2009,14
Binangon,2005,7
Binangun,2006,2
Binangun,2007,4
Binangun,2001,20
Binangun,2001,11
Binangun,2017,8
Binangun,2011,13
Binangun,2016,21
Binangun,2038,10
Binangun,2012,10
Binangun,2020,14
Binangun,2005,2
Binangun,2004,16
Binangun,2005,7
Binangun,2003,6
Binanguna,2015,1
Binanun,2010,16
Binaraga,1007,1
Binasi,1019,10
Binasi,2012,10
Binaus,2003,30
Binawali,2021,1
Binawara,2004,5
Binawidya,1010,8
Bincar,1014,1
Bincau,2012,5
Bincau Muara,2040,5
Bindang,2008,13
Binderang,2001,10
Bindu,2007,9
Bindu,2006,22
Bindusi,2014,3
Bine,2005,2
Binebas,2007,15
Bineh Blang,2028,10
Bineh Krueng,2014,2
Bineleruk,2006,34
Bineluk,2012,20
Binenok,2006,20
Binerbis,2006,7
Bingai,1001,8
Binggelakme,2011,18
Binggrayud,2014,7
Bingin Janggut,2016,3
Bingin Rupit,2006,1
Bingin Teluk,1005,4
Bingkat,2002,14
Bingkawan,2006,3
Bingkeng,2007,16
Bingkulu,2005,8
Bingwoyut,2034,9
Bini,2011,5
Bini,2004,31
Binibaga,2003,29
Biniha,2002,6
Biniha Selatan,2003,6
Biniha Timur,2001,6
Biniki,2010,1
Binilani,2005,6
Binime,2004,5
Binime,2007,2
Binime,2002,19
Binipaga,2007,10
Binjai,2003,4
Binjai,2004,16
Binjai,1005,4
Binjai,1006,2
Binjai,2003,13
Binjai,2025,17
Binjai,2001,3
Binjai,2012,5
Binjai,2010,10
Binjai,2009,7
Binjai,2008,7
Binjai Bakung,2015,32
Binjai Baru,2004,11
Binjai Estate,1002,5
Binjai Hilir,2004,21
Binjai Hulu,2005,21
Binjai Ngagung,2005,15
Binjai Pemangkih,2007,4
Binjai Pirua,2016,4
Binjai Punggal,2013,2
Binjai Serbangan,1001,9
Binjai Tapan,2005,14
Binjai Wangi,2009,11
Binjee,2042,16
Binjeita,2006,3
Binjeita I,2013,3
Binjeita II,2014,3
Binjohara,1003,5
Binjohara Baru,2013,5
Binjohara Uruk,2012,5
Binju,2017,2
Binmaks,2014,10
Binoh,2010,3
Binohu,2011,13
Binolanggen,2006,7
Binompaga,2011,10
Binong,2003,8
Binong,1008,12
Binong,2008,13
Binong,1006,17
Binong,2006,24
Binongko,1005,1
Binontoan,2010,9
Binorong,2012,5
Binotik,2004,22
Binsil,2011,8
Binsil Padang,2012,8
Bintah,2022,12
Bintah,2013,9
Bintais Julu,2007,2
Bintalahe,2009,8
Bintan,1004,6
Bintan Buyu,2001,8
Bintana,2004,1
Bintang,2013,1
Bintang,1002,4
Bintang Alga Musara,2001,16
Bintang Ara,2011,5
Bintang Ara,2003,12
Bintang Baru,2014,9
Bintang Bayu,2010,17
Bintang Bener,2011,12
Bintang Bener,2002,2
Bintang Berangun,2005,1
Bintang Bukit Indah,2002,16
Bintang Hu,2003,3
Bintang Hu,2003,4
Bintang Hulu,1015,1
Bintang Kekelip,2008,18
Bintang Kurung,2010,3
Bintang Lima,2005,13
Bintang Mangalih,2010,7
Bintang Marak,2012,20
Bintang Mariah,2003,32
Bintang Mas,2005,7
Bintang Meriah,2005,13
Bintang Meriah,2006,1
Bintang Meriah,2001,5
Bintang Meriah,2007,27
Bintang Mersada,2017,1
Bintang Musara,2007,8
Bintang Ninggi I,2003,8
Bintang Ninggi II,2004,8
Bintang Pepara,2003,10
Bintang Permata,2003,2
Bintang Rinjani,2014,13
Bintang Selatan,2023,3
Bintangor Mukti,2009,3
Bintangresmi,2005,4
Bintangsari,2015,4
Bintara,1001,2
Bintarajaya,1004,2
Bintaran,2005,14
Bintaro,1002,10
Bintaro,1013,1
Bintarore,1005,2
Bintau,2017,19
Bintauna,1001,2
Bintauna Pantai,2010,2
Bintet,2008,2
Bintoro,1018,11
Bintoro,1005,20
Bintoyo,2005,8
Bintuang,2005,29
Bintuas,2002,16
Bintuhan,2006,7
Bintuju,1001,32
Bintunan,2004,11
Bintungan Bejangkar,2005,15
Bintungan Bejangkar Baru,2005,22
Bintuni Barat,1002,1
Bintuni Timur,1001,1
Binturu,2005,2
Binturu,2005,2
Binturu,1007,3
Binturung,2007,13
Binuang,2009,15
Binuang,2001,18
Binuang,1001,1
Binuang,2014,4
Binuang,2006,17
Binuang,1003,8
Binuang,2010,8
Binuang,2008,6
Binuang,2006,7
Binuang Kampuang Dalam,1007,8
Binuang Santang,2015,2
Binuanga,2010,3
Binuni,2017,3
Binuntuli,2002,5
Binusan,2004,2
Binyan,2002,4
Binyer,2005,13
Binyeri,2018,11
Bioa Putiak,2006,12
Bioa Sengok,2010,5
Bioba Baru,2004,21
Biontong,2007,3
Biontong I,2008,3
Biontong II,2009,3
Biopis,2003,5
Biouti,2025,10
Biouti Timur,2037,10
Bipak Kali,2015,5
Bipim,2006,2
Bipolo,2005,7
Bira,2004,14
Bira,2005,3
Bira,1005,14
Bira,2010,5
Bira Barat,2007,12
Bira Cot,2024,5
Bira Kiama,2003,10
Bira Lhok,2025,5
Bira Tengah,2004,11
Bira Timur,2005,11
Biraeng,1003,10
Birahi,2016,15
Birak,2006,13
Birak Ambut,2008,1
Biram Cut,2045,14
Biram Rayeuk,2042,14
Birang,2002,6
Birang,2003,9
Birarikei,2006,10
Birawaku,2015,9
Birawan,2002,16
Birayang,1001,7
Birayang Surapati,2009,7
Birayang Timur,2014,7
Bire,2004,16
Bire,2009,30
Birek,2006,1
Birem,2010,8
Birem Puntong,2003,5
Birem Rayeuk,2022,4
Bireuen Meunasah Blang,2003,13
Bireuen Meunasah Capa,2004,13
Bireuen Meunasah Dayah,2005,13
Bireuen Meunasah Reulet,2002,13
Bireuen MNS. TGK Digadon,2006,13
Biri,2004,4
Biricare,2005,3
Birik,2007,25
Biring Ere,2008,6
Biring Kassi,1010,3
Biring Kassi,2015,6
Biring Romang,1007,12
Biringala,2006,12
Biringere,1001,5
Birinoa,2004,13
Biripem,2001,20
Biris,2011,3
Birit,2015,3
Birobuli Selatan ,1011,3
Birobuli Utara ,1002,3
Birong Ulu Manriah,2011,9
Biroro,2008,3
Birowo,2011,16
Biru,2005,22
Biru,2003,33
Biru,2010,14
Biru,2010,2
Biru,1001,21
Biru,2004,2
Biru Maju,2006,14
Biru-biru,2002,7
Birubi,2017,11
Birugo,1002,3
Birun,2003,17
Birunatun,2002,24
Bis Agats,2005,1
Bisa,2022,9
Bisafe,2005,12
Bisati Sungai Sariak,2007,5
Bisaud,2003,22
Bisene,2010,2
Bisesmus,2008,8
Bisifak,2017,23
Bisikimu,2005,24
Bisikori,2027,10
Biskang,2005,11
Bismam,2004,1
Bismarak,2011,16
Bismo,2005,3
Bisori,2007,15
Bissoloro,2004,9
Bisui,2001,27
Bitahan ,1007,10
Bitahan Baru,2005,10
Bitai,2002,8
Bitauni,1029,8
Bitaya,2001,7
Bitefa,2006,1
Bitera,1007,3
Bithak,2014,16
Bitillabur,2007,16
Bitin,2010,1
Biting,2006,15
Biting,2001,17
Biting,2007,6
Biting,2009,13
Biting,2005,22
Biting,2018,5
Bitingan,2012,4
Bitipding,2004,19
Bitis,2023,6
Bitobe,2003,30
Bitorik,2013,8
Bitowa ,1008,12
Bitti,2010,11
Bittoeng,1005,6
Bittuang,1006,2
Bitung,1010,10
Bitung Barat Dua,1003,7
Bitung Barat Satu,1001,7
Bitung Jaya,2009,18
Bitung Karangria,1001,2
Bitung Tengah,1004,7
Bitung Timur,1005,7
Bitungsari,2013,24
Bitunuris,2001,11
Bitunuris Selatan,2002,11
Biu,2007,10
Biu,2006,22
Biudukfoho,2009,5
Biuk,2001,45
Biuku Tanjung,2002,10
Bius Gu Barat,2010,24
Bius Utama,2034,2
Biwage,2004,20
Biwage Dua,2005,20
Biwan,2008,4
Biwar Darat,2003,17
Biwar Laut,2001,19
Biwinapada,2001,6
Biyadide,2005,16
Biyawak,2001,15
Biyonga,1009,1
Biyuku,2004,16
Blabak,2011,5
Blabak,1006,3
Blabakan,2003,11
Blaban,2010,11
Blacanan,2012,17
Blado,2015,3
Blado Wetan,2014,6
Bladokulon,2011,20
Blagung,2011,13
Blahbatuh,2005,2
Blahkiuh,2011,3
Blajo,2011,20
Blambangan,2002,23
Blambangan,2016,5
Blambangan,2005,5
Blambangan Umpu,1005,1
Blanakan,2003,13
Blanceran,2006,18
Blandin Kakayo,2008,7
Blandongan,2004,17
Blandongan,1001,3
Blang,2001,11
Blang,2013,10
Blang,2052,12
Blang,2003,13
Blang,2006,3
Blang Ado,2007,3
Blang Aman,2004,4
Blang Andam,2024,12
Blang Ara,2001,20
Blang Ara,2023,1
Blang Ara,2004,5
Blang Ara Gampong,2027,3
Blang Ara Keude,2026,3
Blang Asan,2009,9
Blang Asan,2007,5
Blang Awe,2021,12
Blang Awe,2023,11
Blang Awe,2005,1
Blang Balee,2016,12
Blang Balik,2022,12
Blang Balok,2017,7
Blang Baro,2009,1
Blang Baro,2023,1
Blang Baro,2007,2
Blang Baro,2016,5
Blang Baro,2032,6
Blang Baro Pulo Raga,2008,4
Blang Baro Rambong,2018,4
Blang Baroh,2010,29
Blang Barom,2005,10
Blang Baru,2006,12
Blang Batee,2034,7
Blang Bati,2038,3
Blang Bayu,2010,11
Blang Bayu,2029,3
Blang Benara,2015,6
Blang Beurandang,2016,1
Blang Beureueh,2015,13
Blang Beururu,2015,3
Blang Bidok,2028,12
Blang Bintang,2030,1
Blang Bitra,2008,7
Blang Bladeh,2014,5
Blang Bladeh,2049,4
Blang Buket,2012,1
Blang Buket,2015,16
Blang Buloh,2018,3
Blang Bungong,2017,19
Blang Cari,2030,2
Blang Cirih,2004,15
Blang Cot Baroh,2044,4
Blang Cot Mameh,2006,10
Blang Cot Rubek,2007,10
Blang Cot Tunong,2045,4
Blang Crok,2040,16
Blang Crum,2003,1
Blang Cut,2023,6
Blang Cut,2041,8
Blang Cut,2003,11
Blang Cut,2019,17
Blang Cut,2023,7
Blang Cut,2038,15
Blang Cut,2023,5
Blang Cut,2015,16
Blang Cut,2011,5
Blang Cut,2004,5
Blang Cut,2002,3
Blang Dalam,2044,2
Blang Dalam,2015,11
Blang Dalam,2011,19
Blang Dalam,2002,27
Blang Dalam,2038,20
Blang Dalam,2051,4
Blang Dalam,2108,5
Blang Dalam,2014,6
Blang Dalam,2023,4
Blang Dalam,2005,6
Blang Dalam,2003,8
Blang Dalam,2016,4
Blang Dalam,2003,4
Blang Dalam Baroh,2037,16
Blang Dalam Geunteng,2035,16
Blang Dalam Tunong,2036,16
Blang Delem,2016,13
Blang Dhot,2016,19
Blang Drang,2018,6
Blang Gandai,2063,4
Blang Garot,2021,7
Blang Gele,2007,3
Blang Geudong,2006,3
Blang Geulanggang,2065,5
Blang Geuleudieng,2011,14
Blang Geulinggang,2012,7
Blang Geulumpang,2008,3
Blang Geunang,2021,2
Blang Gleum,2033,2
Blang Glong,2009,6
Blang Glumpang,2028,3
Blang Guci,2021,14
Blang Gunci,2026,20
Blang Gunci Kunyet,2009,14
Blang Gurah,2021,3
Blang Guron,2027,7
Blang Iboh,2029,6
Blang Jambee,2002,2
